Who?	چه کسی؟
If possible, I'd like to receive an answer.	در صورت امکان، مایلم پاسخی دریافت کنم.
It was almost noon by the time Tom woke up.	وقتی تام از خواب بیدار شد، تقریبا ظهر بود.
Life is not an exact science, it is an art.	زندگی از علوم دقیقه نیست، یک هنر است.
My business acquaintances know this number.	آشناهای حرفه‌ای من این شماره را می‌دانند.
Neither Tom nor Mary has a criminal record.	نه تام و نه ماری سوء سابقه ندارند.
Never in my life have I heard such a thing.	من تا کنون چنین چیزی در زندگی نشنیده ام.
Permanent peace is nothing but an illusion.	صلح پایدار چیزی نیست بجز یک توهم.
Please put the dustpan in the broom closet.	لطفاً خاک انداز را درون کمد جارو بذار.
She thinks of everything in terms of money.	او همه چیز را پول می‌بیند.
She told her son to behave himself at home.	او به پسرش گفت که در خانه مؤدبانه و درست رفتار کند.
The cold weather continued for three weeks.	هوای سرد تا سه هفته ادامه یافت.
The flower died because of a lack of water.	گل بخاطر کمبود آب مرد.
There's nothing worth watching on TV today.	امروز در تلویزیون برنامه ای که ارزش دیدن داشته باشد، نیست.
They are the only people who know the fact.	آنها تنها کسانی هستند که حقیقت را می دانند.
Tom asked several people the same question.	تام از چندین نفر، سوال مشابهی را پرسید.
Tom climbed up the stairs to his apartment.	تام از پله ها تا خانه اش بالا رفت.
Tom tossed his dirty clothes in the hamper.	تام لباس‌های کثیفش را داخل سبد رخت چرک پرت کرد.
We were compelled to put off our departure.	ما مجبور شدیم عزیمت خود را به تعویق بیندازیم.
You have to strike the iron while it's hot.	تا تنور داغ است نان را بچسبان.
You're back late. What have you been up to?	دیر برگشتی! چکار میکردی؟
Young parents often indulge their children.	والدین جوان اغلب کودکان خود را نازپرورده می‌کنند.
Your family should come before your career.	کار و شغل تو باید قبل از خانواده ات قرار گیرد.
A bird in the hand is worth two in the bush.	سیلی نقد به از حلوای نسیه.
A fox is not caught twice in the same snare.	یک روباه دوبار در یک دام نمی افتد.
A fox is not caught twice in the same snare.	عاقل از یک سوراخ دوبار گزیده نمی‌شود.
A fox is not caught twice in the same snare.	روباه در یک تله دو بار گیر نمی‌افتد.
Everybody knew she could speak English well.	همه می‌دانستند که او می‌تواند انگلیسی را خوب صحبت کند.
He got over the shock of his father's death.	او بر شوک مرگ پدر خودش غلبه کرد.
He is always saying bad things about others.	او همیشه از دیگران بدگویی می‌کند.
He made up his mind to keep his plan secret.	تصمیم گرفت نقشه‌اش را مخفی نگه دارد.
He struggled to keep up with his classmates.	اون تلاش كرد تا پابه پايِ همكلاسي هاش (ازنظرِدرسي) پيش بره يا همگام باشه.
He was on the roof with his electric guitar.	او بالا پشت بام بود با گیتار برقی اش.
He was relieved of his heavy responsibility.	او از مسئولیت سنگین خود رها شد.
He will have no chance of winning her heart.	او شانسی برای به دست آوردن قلب او ندارد.
Her success made her the target of jealousy.	موفقیتش او را آماج حسادت کرد.
How did you come up with such a good excuse?	چگونه چنین بهانهٔ خوبی پیدا کردی؟
I cannot thank you enough for your kindness.	من نتوانم از لطف شما به قدر کافی تشکر کنم.
I don't think that Tom has broken any rules.	فکر نمی کنم تام هیچ قانونی را زیر پا گذاشته باشد.
I guarantee this watch to keep perfect time.	من تضمین می کنم که این ساعت زمان دقیق را نشان دهد.
I need a pair of scissors to cut this paper.	برای بریدن این کاغذ به یک قیچی دو پاره ای احتیاج دارم.
I think that China will play an active role.	فکر می‌کنم چین نقش فعالی خواهد داشت.
I thought my eyes were playing tricks on me.	فکر کردم چشم‌هایم مرا فریب می‌دهند.
In the heat of the moment, Tom slapped Mary.	در آن بلبشور، تام به ماری سیلی زد.
Individuality is very important in the West.	فردیت در غرب بسیار اهمیت دارد.
It is impossible for him to become a doctor.	ممکن نیست که او پزشک شود.
It is impossible to finish this in two days.	امکان ندارد بتوانی این کار را در طی دو روز انجام دهی.
It may sound like a lie, but it's the truth.	دروغ به نظر میرسد، ولی این حقیقت است.
It's still too early to talk about this now.	الآن هم هنوز زود است که راجع به آن صحبت کنیم.
My brother wants to go to the moon some day.	برادر من میخواهد که روزی به ماه برود.
Nothing could induce him to change his mind.	هیچ چیز نمی تواند تصمیم او را تغییر دهد.
Our teacher warned him not to be late again.	معلم ما به او هشدار داد که دیگر دیر نکند.
Scotland is famous for its woollen textiles.	اسکاتلند به خاطر منسوجات پشمی‌اش شهرت دارد.
Some stars began to appear in the night sky.	برخی ستارگان در آسمان شب شروع به پدیدار شدن می کنند.
Some stars began to appear in the night sky.	چند ستاره در آسمان شب شروع به پدیدار شدن کردند.
Some stars began to appear in the night sky.	تعدادی از ستارگان شروع به پیدا شدن در آسمان شب کردند.
That is the exactly the same idea as I have.	دقیقاً همان ایده ای است که من دارم.
